,account_created_at,account_lang,country_code,created_at,favourites_count,followers_count,friends_count,is_quote,is_retweet,label,lang,place_full_name,place_type,reply_to_screen_name,reply_to_status_id,reply_to_user_id,retweet_count,screen_name,source,status_id,text,user_id,verified
0,2015-03-16T04:15:20Z,,,2020-03-25T22:55:57Z,8862.0,244.0,232.0,0.0,0.0,0.0,en,,,,,,1.0,cibleezy,Twitter for iPhone,1.242948362912977e+18,"Friendly reminder that your bank can totally reverse those overdraft fees if you get them! Call or walk in, I assure you, the manager can do it! #coronavirus",3087851935.0,0.0
1,2020-02-04T13:44:29Z,,,2020-03-25T22:02:45Z,39.0,9.0,117.0,0.0,0.0,0.0,en,,,,,,0.0,AFND15,Twitter for Android,1.2429349771483914e+18,"Yeine jeunes yii xamnani danio namm nawétanes 😥🤦🏾‍♀️
Mais lii dou foooo ohhh!!! keine mounoul wax lepp tamite. 
#insouciance #inconscience #immaturité
Behavior change is now ! 
The fight continues and we must lead it to the end✊🏾🤜🏾 #Covid_19",1.224690120265212e+18,0.0
2,2018-12-19T10:29:51Z,,,2020-03-25T11:39:16Z,2576.0,51.0,112.0,0.0,0.0,0.0,en,,,,,,0.0,0w3nHugh3s,Twitter for Android,1.2427780726524273e+18,"Twats to remember post #COVID19 

Wetherspoons
Virgin
Travelodge
Brittania Hotels

Feel free to add.",1.0753374060841902e+18,0.0
3,2015-01-27T15:29:12Z,,,2020-03-25T13:14:52Z,384.0,105.0,164.0,0.0,0.0,2.0,en,,,,,,3.0,georgiamavromm1,Twitter for iPhone,1.2428021306516767e+18,The #coronavirus crisis should remind us that decisions should be driven by scientific evidence and social values in order to promote the common good #SocialDistancing #values #Sustainability,2998528885.0,0.0
4,2019-05-25T16:04:04Z,,,2020-03-25T10:11:38Z,385.0,105.0,125.0,0.0,0.0,0.0,en,,,,,,0.0,BrokenBobcat,Twitter for iPhone,1.2427560171816387e+18,Working from home day 6. Power cut in progress. Seen as I require internet to do my job I am doing nothing like a large percentage of the country. #covid #UKLOCKDOWN #coronavirus,1.132316411441877e+18,0.0
5,2013-08-21T04:11:27Z,,,2020-03-25T01:18:50Z,7667.0,220.0,251.0,0.0,0.0,1.0,en,,,,,,0.0,bmtoy79,Twitter for iPhone,1.2426219327568568e+18,"WE ARE BEING ROBBED IN BROAD DAYLIGHT!

AGAIN.

AND WE ARE BEGGING FOR IT.

#Coronavirus = Annual Flu/Respiratory Illness + Media Hype

🤬🤮🤡🌎",1687352994.0,0.0
6,2013-10-13T22:01:44Z,,,2020-03-25T07:03:41Z,327.0,115.0,389.0,0.0,0.0,1.0,en,,,,,,1.0,Alexrealtorpbc,Twitter for iPhone,1.2427087166061036e+18,arent you way more likely to die in prison from a zillion things over #coronavirus,713482192.0,0.0
7,2014-10-08T03:43:11Z,,,2020-03-25T19:15:14Z,1151.0,108.0,345.0,0.0,0.0,0.0,en,,,,,,1.0,winkle82,Twitter for iPhone,1.2428928192174817e+18,Fair play - the only thing getting me through this lockdown are all the hilarious memes. UK is a nation of absolute comedians 😂😂😂 keep them coming 👍🏻 #lockdownuk #lockdown #meme #comedy #laughteristhebestmedicine #coronavirus #isolation #comedygenius,2845913586.0,0.0
8,2019-04-08T12:09:07Z,,,2020-03-25T17:55:20Z,18.0,25.0,106.0,0.0,0.0,2.0,en,,,,,,0.0,Adepeju27731293,Twitter for Android,1.2428727120932045e+18,"My mum has bought plenty onions to put in each corner of the house😂😂 her sister told her🤣
I have been laughing so hard since morning 😂 🤣 🤣 🤣

We will soon be bathing with salt in this house🤦🏻
#Trending #COVID19 #CoronaVirusInNigeria #stayathomeNigerians #IWillStayAtHome",1.1152250557415793e+18,0.0
9,2019-12-25T18:33:26Z,,,2020-03-25T20:00:37Z,36.0,2.0,112.0,0.0,0.0,1.0,en,,,cornjamwill,1.242902775828267e+18,1.2099049233889155e+18,0.0,cornjamwill,Twitter for iPhone,1.2429042414355538e+18,Less than 0.001% of the UK’s population has the #coronavirus,1.2099049233889157e+18,0.0
10,2016-10-01T07:43:51Z,,PH,2020-03-25T07:21:14Z,148.0,9.0,159.0,0.0,0.0,0.0,en,"Batangas City, Calabarzon",city,,,,0.0,Abdul068,Twitter for iPhone,1.242713136009859e+18,Assuming Nigeria 🇳🇬 is the only country suffering from #Covid_19 all our so called leaders could have run away with there family to overseas and allow the poor masses to suffer for it😓but unfortunately it’s worldwide we die together in naija with wuna.#savagereplies,7.821238492823839e+17,0.0
11,2011-07-16T11:53:58Z,,,2020-03-25T08:16:46Z,30600.0,413.0,430.0,0.0,0.0,2.0,en,,,,,,0.0,jonlane86,Twitter for Android,1.242727108373287e+18,New continuous cough this morning so I'm in Isolation for 7 days and the rest of the family for 14 days. #StayHomeSaveLives #COVID19,336498849.0,0.0
12,2014-01-19T20:48:46Z,,GB,2020-03-25T16:45:50Z,2255.0,41.0,150.0,0.0,0.0,2.0,en,"Beeston, England",city,,,,0.0,tara_reading,Twitter for Android,1.2428552200629658e+18,"We supermarket workers are risking our health so you can come out to buy essentials..... ESSENTIALS!!! 
Not an xbox game, hair band or fucking flower pot 😠 #covid_19 #coronavirusuk",2300310738.0,0.0
13,2010-10-21T14:13:28Z,,,2020-03-25T07:27:15Z,2276.0,2320.0,234.0,0.0,0.0,0.0,en,,,,,,0.0,Pale_Entle2,Twitter for Android,1.2427146477671916e+18,USA 9k+ New cases😩 #CoronaVirus,205739554.0,0.0
14,2010-09-21T16:12:59Z,,,2020-03-25T03:34:43Z,4206.0,487.0,393.0,0.0,0.0,0.0,en,,,,,,0.0,CrashOffAir,Twitter for iPhone,1.2426561313793925e+18,"We’re up to 617 *known* cases of #COVID19 in #BC. Because of the limited testing taking place, it sure feels like that number is irrelevent. The actual number would likely scare the shit out of us, but maybe it would make it easier for people to buy in?",193348258.0,0.0
15,2012-01-03T16:59:15Z,,,2020-03-25T09:28:36Z,9580.0,578.0,471.0,0.0,0.0,2.0,en,,,,,,2.0,JamieSalmon4,Twitter for iPhone,1.2427451870441144e+18,"My old dear is a recovering breast cancer victim. She is also a Nurse at East Surrey hospital (NHS), working as part of our front line staff tackling #COVID19. All the government are asking you to do is to #StayAtHome. Don’t be an ignorant moron! #StayAtHomeSaveLives",454117982.0,0.0
16,2019-08-07T20:44:01Z,,,2020-03-25T05:51:17Z,20.0,6.0,183.0,0.0,0.0,2.0,en,,,,,,0.0,maysa_nouman,Twitter for Android,1.2426904974806671e+18,"Staying home watching pandemic indicators around the world is an exhausting routine, yet it shows how dangerous the situation is becoming each minute.
.
.
.
.
#COVID2019 
#StayHome 
#coronavirus 
#PrayForTheWorld",1.1592035635009004e+18,0.0
17,2013-07-18T14:46:04Z,,,2020-03-25T18:19:30Z,888.0,1102.0,336.0,0.0,0.0,2.0,en,,,,,,1.0,tonyfera1,Twitter for iPhone,1.242878792038826e+18,"I just realized today that the #covid19 Global Pandemic is the world’s longest and worst game of ‘The floor is lava’.  Please, don’t leave your home unless you really need to.",1603631077.0,0.0
18,2019-12-18T21:38:59Z,,,2020-03-25T20:20:11Z,34.0,12.0,108.0,0.0,0.0,1.0,en,,,,,,0.0,SatsStackers,Twitter for iPhone,1.2429091628515205e+18,"If the United States doesn’t start it’s economy back up within a week, it will be devastating. We are witnessing the deaths of our freedom, our free market and the dollar. Socialism is a worse virus than  #COVID19.",1.2074149026520596e+18,0.0
19,2014-06-15T05:49:33Z,,NG,2020-03-25T10:35:49Z,2857.0,298.0,429.0,0.0,0.0,2.0,en,"Calabar, Nigeria",city,,,,1.0,ZaZZyLyon,Twitter for iPhone,1.2427621022946222e+18,"The Crazy shit about the #COVID19 is that people in Calabar ain’t taking it serious. Imagine someone organizing a crusade in ikot ishi, at these point in time. Who we offend now? #LetsFightCovid19",2610587925.0,0.0
20,2017-03-04T18:21:45Z,,,2020-03-25T22:26:05Z,37037.0,177.0,382.0,0.0,0.0,2.0,en,,,,,,1.0,xLoveMyScotchx,Twitter for Android,1.2429408494255432e+18,Many states don't have a problem?!! He's fucking insane #StayHome #coronavirus #TrumpLiesAboutCoronavirus,8.380921139926303e+17,0.0
21,2017-11-27T04:52:46Z,,,2020-03-25T22:20:25Z,1092.0,70.0,176.0,0.0,0.0,1.0,en,,,,,,0.0,allishoko,Twitter for iPhone,1.2429394232867963e+18,"Interesting how we're told if we stay inside that corona virus won't spread as much but they lowered airline tickets knowing DAMN WELL ppl will leave their homes ... 
to further spread it... 
interesting #coronavirus",9.350084715772355e+17,0.0
22,2019-08-26T17:51:36Z,,,2020-03-25T10:34:00Z,0.0,417.0,139.0,0.0,0.0,2.0,en,,,,,,0.0,PolLondon2Paris,Twitter for iPhone,1.2427616451742638e+18,Help us &amp; the NHS save lives by staying at home. Essential travel only. Follow the government guidelines. We will be stopping people across our area &amp; challenging you to prove your reason for travelling and being out and about #StayAtHomeSaveLives #coronavirus #999onthefrontline,1.166045474467537e+18,0.0
23,2014-01-24T17:01:31Z,,,2020-03-25T11:49:40Z,2622.0,554.0,187.0,0.0,0.0,2.0,en,,,,,,0.0,aaron_amabo,Twitter for Android,1.242780689994584e+18,"The best solution to fight the #COVID19 pandemic in Cameroon is a total lockdown. If things get worse, we neither have the infrastructure, nor the money, nor the expertise, and looking at the behavior of some top state officials, we might not even have the goodwill to fight it.",2301807815.0,0.0
24,2011-09-28T15:12:52Z,,,2020-03-25T01:43:08Z,8388.0,399.0,196.0,0.0,0.0,2.0,en,,,,,,0.0,MDNay,Twitter for Android,1.2426280498096087e+18,"As a pharmacy tech that has patients, friends, &amp; family on forms of chloroquine/hydroxychloriquine for legitimate reasons, I'm gonna put this bluntly: folks taking/hoarding these medications &amp; the doctors prescribing them for off-label use to treat #COVID19  should be ashamed.",381567331.0,0.0
25,2018-10-31T21:03:32Z,,,2020-03-25T10:48:33Z,2661.0,451.0,371.0,0.0,0.0,0.0,en,,,,,,1.0,Version24112017,Twitter for Android,1.242765306809979e+18,14 members of staff at Lancaster hospital have tested positive and been removed from rotation. The virus is crippling the NHS staff. #COVID19,1.0577398752340541e+18,0.0
26,2011-10-01T08:12:41Z,,,2020-03-25T09:47:37Z,1161.0,1585.0,478.0,0.0,0.0,2.0,en,,,,,,2.0,physiotherapis6,Twitter for iPhone,1.2427499740114944e+18,"You know what, #COVID19 does not move, we move. We stop &gt; #COVID19 stops? We move, it moves? 
You know the key now? Please #StayHomeAustralia 
#covid19australia",383100131.0,0.0
27,2020-01-28T06:39:54Z,,,2020-03-25T20:37:34Z,2113.0,247.0,367.0,0.0,0.0,0.0,en,,,,,,12.0,TheRashaunShow,Twitter for iPhone,1.2429135398593946e+18,"My moms bestfriend’s nephew had been calling the hospital complaining that he could not breath. 

He was found dead last night in his apartment. #coronavirus",1.2220465986974065e+18,0.0
28,2017-01-21T09:30:32Z,,,2020-03-25T15:10:22Z,43.0,159.0,116.0,0.0,0.0,0.0,en,,,,,,0.0,KenyansAwakeNow,Twitter for Android,1.242831196096258e+18,Hopefully the next address  by #UhuruKenyatta will not be on non-essentials like #GoogleLoon.Death (by #Covid_19 or #hunger) is just staring at  most of the #Kenyans .Doomy Days Looming. Sober Up!.,8.227381383344333e+17,0.0
