,account_created_at,account_lang,country_code,created_at,favourites_count,followers_count,friends_count,is_quote,is_retweet,label,lang,place_full_name,place_type,reply_to_screen_name,reply_to_status_id,reply_to_user_id,retweet_count,screen_name,source,status_id,text,user_id,verified
0,2011-03-22T20:35:01Z,,,2020-03-12T01:34:28Z,699.0,40.0,193.0,0.0,0.0,2.0,en,,,,,,0.0,Sofdoggydog,Twitter for iPhone,1.237914823851049e+18,Is it just me.... or does it feel like Earth is living paycheck to paycheck right now??? #CoronavirusPandemic,270547317.0,0.0
1,2014-04-06T18:50:24Z,,,2020-03-12T04:37:13Z,8377.0,496.0,202.0,0.0,0.0,0.0,en,,,,,,0.0,latour_alexis,Twitter for iPhone,1.2379608158121492e+18,"Currently on #Amazon a majority, if not all, #Lysol products and standard household toilet papers are out of stock. #CoronavirusPandemic",2465512413.0,0.0
2,2015-04-20T18:47:17Z,,US,2020-03-12T02:10:44Z,1290.0,672.0,374.0,0.0,0.0,2.0,en,"Austin, TX",city,,,,0.0,WalkableAustin,Twitter for iPhone,1.237923953034879e+18,"If your home is on fire, do you complain about how it started or do everything in your power to put it out? #Covid19 #CoronaVirus",3165849212.0,0.0
3,2013-04-14T23:03:28Z,,,2020-03-12T03:26:46Z,11177.0,94.0,264.0,0.0,0.0,2.0,en,,,,,,0.0,RoseRisingYao,Twitter for iPhone,1.2379430880409682e+18,I really need to know the situation at the US border campa regarding the #CoronavirusPandemic Weren't people dying of the flu there already? What's going to happen to these people now??,1352953908.0,0.0
4,2020-01-30T17:56:51Z,,,2020-03-12T03:07:32Z,184.0,148.0,276.0,0.0,0.0,2.0,en,,,JosephJSolomon,1.2379373956785357e+18,1.222939714635862e+18,0.0,JosephJSolomon,Twitter for iPhone,1.2379382469167186e+18,"All activities at Warwick’s senior centers will be postponed for at least two weeks in accordance with the guidelines issued today to protect adults over age 60, who are especially at risk for #Covid_19.",1.222939714635862e+18,0.0
5,2019-01-24T17:10:21Z,,CA,2020-03-12T00:41:50Z,837.0,22.0,119.0,0.0,0.0,2.0,en,"Montréal, Québec",city,,,,0.0,AkbeekL,Twitter for iPhone,1.2379015815526236e+18,I understand schools/companies need to shut down due to the #CoronavirusOutbreak but i cannot afford to live if I am not able to work,1.0884841581738353e+18,0.0
6,2011-03-04T20:56:04Z,,,2020-03-12T04:53:28Z,3648.0,1599.0,391.0,0.0,0.0,1.0,en,,,,,,0.0,iamprecedence,Twitter for iPhone,1.2379649056151675e+18,This all an elaborate scheme to get people to stop picking their nose. #CoronavirusPandemic,260897565.0,0.0
7,2008-09-15T22:26:15Z,,,2020-03-12T02:49:17Z,7845.0,348.0,408.0,0.0,0.0,0.0,en,,,,,,0.0,TheMrsGragg,Twitter for iPhone,1.2379336526187602e+18,"I get that there isn’t medicine for #CoronavirusPandemic, but it would be nice if we could all get some 800mg Ibuprofen and Xanax.",16303051.0,0.0
8,2014-04-30T16:45:55Z,,,2020-03-12T00:29:24Z,14999.0,75.0,116.0,0.0,0.0,0.0,en,,,,,,0.0,lukeeugenehealy,Twitter for iPhone,1.2378984509114941e+18,"So who wants to come over and watch 12 Monkeys? 
#COVID19",2471233116.0,0.0
9,2008-01-05T17:14:57Z,,,2020-03-12T03:40:40Z,584.0,74.0,100.0,0.0,0.0,1.0,en,,,,,,0.0,AndreyNGinger,Twitter for Android,1.2379465868833956e+18,"Russia borders on China, but there is no epidemic and there will not be.  why?  because the Russians do not believe in the virus. This is cool, proud of my country. 
#CoronavirusPandemic #CoronaVirusUpdate #CoronaVirusSA",11880042.0,0.0
10,2012-03-09T16:45:06Z,,,2020-03-12T06:48:25Z,777.0,344.0,360.0,0.0,0.0,1.0,en,,,,,,0.0,lisachampney,Twitter for iPhone,1.237993833314599e+18,It’s not even 7am and I’ve made the decision to #WFH with a cough (redic) and ordered travel insurance way way in advance for Miami in May! #COVID19 is making everyone paranoid! Still have to take the dog for a walk regardless though! 😆,519630594.0,0.0
11,2010-11-09T23:57:35Z,,,2020-03-12T02:25:25Z,1695.0,382.0,235.0,0.0,0.0,0.0,en,,,,,,1.0,helloK4TIE,Twitter for iPhone,1.2379276484851507e+18,Does this mean the Spurs’ playoff streak won’t be broken? #CoronavirusPandemic,213862294.0,0.0
12,2009-11-09T19:24:31Z,,,2020-03-12T02:24:39Z,3762.0,254.0,253.0,0.0,0.0,0.0,en,,,,,,0.0,Aliciajadex,Twitter for iPhone,1.2379274555597292e+18,"Doing a degree in molecular biology and seeing people with zero scientific background yelling things about biology like it’s fact, when it’s clearly wrong, really gets on my nerves. So as you can imagine I’m just constantly frustrated on the internet when it comes to #Covid_19",88738202.0,0.0
13,2020-03-02T16:06:36Z,,,2020-03-12T00:56:18Z,280.0,58.0,421.0,0.0,0.0,0.0,en,,,,,,1.0,340Pt,Twitter for Android,1.2379052193353933e+18,What a shitty thing to happen with #Jazz and #okcthunder ..... if you build lineups correctly you should still be able to cash.. RIP to all the stackers.. #dfs #COVID19 #DraftKings #nba #NBATwitter,1.234510373392388e+18,0.0
14,2011-02-04T20:20:16Z,,,2020-03-12T02:41:43Z,364.0,35.0,178.0,0.0,0.0,1.0,en,,,,,,0.0,RichieG99,Twitter for iPhone,1.237931748186624e+18,We should build a #Covid_19 wall 🤪,247442891.0,0.0
15,2010-01-17T18:49:14Z,,,2020-03-12T02:11:47Z,8422.0,256.0,188.0,0.0,0.0,2.0,en,,,,,,0.0,DavianLynn,Twitter for iPhone,1.2379242157115638e+18,"All you Spring Breakers, stay safe and don’t bring anything back to the 806! As far as we know, Lubbock is coronavirus-less. But that could all change in a matter of weeks. #COVID19",105859389.0,0.0
16,2013-01-17T07:13:18Z,,,2020-03-12T01:23:57Z,15070.0,57.0,164.0,0.0,0.0,0.0,en,,,,,,1.0,WildRoveress,Twitter for Android,1.237912177387987e+18,This is incredibly unhelpful and not at all reassuring. #TrumpAddress #COVID19,1097440380.0,0.0
17,2018-05-04T02:14:14Z,,,2020-03-12T03:21:55Z,1845.0,247.0,312.0,0.0,0.0,0.0,en,,,,,,0.0,gyan_ki_talvar,Twitter for Android,1.2379418661647073e+18,"One can stop this pandemic!
Guess who?
 #CoronavirusPandemic",9.922258605340467e+17,0.0
18,2019-02-26T22:31:29Z,,,2020-03-12T01:12:15Z,554.0,81.0,149.0,0.0,0.0,0.0,en,,,,,,0.0,NotoriousJCV,Twitter for iPhone,1.237909235293438e+18,Am I watching a presidential address on #COVID19 or a campaign speech? I really can’t tell. #unprecedented,1.100523775722963e+18,0.0
19,2020-01-06T00:08:47Z,,,2020-03-12T01:14:07Z,121.0,5.0,258.0,0.0,0.0,2.0,en,,,,,,0.0,JavaLoser,Twitter for iPhone,1.2379097030085837e+18,Holy shit. No travel in or out from Europe for 30 days. Shit just got real homies #coronavirus #COVID19 #trumpspeech,1.213975614215975e+18,0.0
