,account_created_at,account_lang,country_code,created_at,favourites_count,followers_count,friends_count,is_quote,is_retweet,label,lang,place_full_name,place_type,reply_to_screen_name,reply_to_status_id,reply_to_user_id,retweet_count,screen_name,source,status_id,text,user_id,verified
0,2019-03-31T08:47:34Z,,,2020-03-15T20:38:49Z,336.0,618.0,211.0,0.0,0.0,2.0,en,,,,,,0.0,R_181818_18,Twitter for iPhone,1.2392899745430774e+18,"We stand by Italy during these trying times. Share your Support for our Italian friends, They are our colleagues, friends and family. Cari amici, siamo con voi. #COVID19 #WeStandWithItaly",1.112275227818496e+18,0.0
1,2012-11-28T22:56:29Z,,,2020-03-15T17:45:25Z,1299.0,2215.0,192.0,0.0,0.0,2.0,en,,,,,,0.0,eat_sleep_cycle,Twitter for Android,1.2392463367147725e+18,"Calling all cyclists out there. Now more than ever we need to stick together, respect one another and remain positive. These tough times will pass and we will ride shoulder to shoulder again #COVIDー19 #coronavirus #KeepCalm",977144648.0,0.0
2,2017-10-29T17:45:19Z,,,2020-03-15T16:13:36Z,13267.0,155.0,120.0,0.0,0.0,2.0,en,,,,,,0.0,ShayanAshraf17,Twitter for Android,1.2392232303065825e+18,"And for all the people who are mistakenly waiting for the summer to arrive thinking they hot weather kills #CoronaVirus germs.

IT IS A MYTH

Corona germs can be transmitted in any weather, any temperature any climate

So please exercise caution &amp; investigate. Thanks.",9.246936455922688e+17,0.0
3,2017-03-21T22:52:30Z,,,2020-03-15T19:08:47Z,1666.0,123.0,356.0,0.0,0.0,0.0,en,,,,,,0.0,freddybryant_,Twitter for iPhone,1.239267316157698e+18,"So besides the corona virus what is everyone up to?
#coronavirus #SundayFunday",8.443208417184113e+17,0.0
4,2018-08-01T11:36:32Z,,,2020-03-15T17:42:31Z,7567.0,48.0,240.0,0.0,0.0,2.0,en,,,,,,0.0,static6121,Twitter for iPhone,1.2392456083194225e+18,"If you’re not worried about how you are going to put food on your table and pay your bills through this, then please consider donating to your local food bank, meals on wheels or Senior center. We can get through this together. #COVIDー19 #coronavirus",1.0246198866377318e+18,0.0
5,2018-01-12T20:56:46Z,,,2020-03-15T23:27:05Z,1157.0,2878.0,343.0,0.0,0.0,0.0,en,,,,,,0.0,TheBearsReport,Twitter for Android,1.2393323210289848e+18,"So glad this didn't happen during football season. I would lose my mind.

#Bears #NFL #coronavirus #COVID19",9.51920912571433e+17,0.0
6,2009-05-23T11:39:27Z,,,2020-03-15T10:27:15Z,1497.0,304.0,369.0,0.0,0.0,0.0,en,,,,,,0.0,eilisduff,Twitter for iPhone,1.2391360688022446e+18,"Netflix and Covid-19 social distancing. 

#COVIDー19 
#CoronavirusPandemic 
#CloseTheSchools 
#CloseThePubs",42013343.0,0.0
7,2010-11-24T23:19:26Z,,,2020-03-15T20:46:47Z,664.0,105.0,465.0,0.0,0.0,0.0,en,,,,,,0.0,Stuey_85,Twitter for iPhone,1.2392919805863977e+18,Why are people stock piling bottled water?! Is #coronavirus attacking our taps too?! 😱,219467026.0,0.0
8,2013-02-23T13:43:05Z,,,2020-03-15T19:09:31Z,5045.0,342.0,429.0,0.0,0.0,1.0,en,,,,,,0.0,1hmedZahid,Twitter for Android,1.2392675000068014e+18,"Media should not give the exact number of cases, it would create chaos throughout the country.
#coronaVirus",1212047126.0,0.0
9,2009-01-27T03:24:31Z,,,2020-03-15T11:58:33Z,253.0,267.0,131.0,0.0,0.0,0.0,en,,,,,,0.0,Yonodactyl,Twitter for iPhone,1.239159045182886e+18,"A couple thoughts on screenings:
1. While in Italy I was not concerned about #COVID19. I was concerned when we got on the plane and had no room to move. I went to the restroom after some lady that was coughing and had to use my elbows to operate everything (not that it helps).",19574990.0,0.0
10,2011-02-03T15:46:39Z,,,2020-03-15T17:48:13Z,2742.0,150.0,359.0,0.0,0.0,1.0,en,,,,,,0.0,Memphis__Mike,Twitter for Android,1.2392470410307625e+18,Life isn't worth clinging to without baseball. Take me now #coronavirus!,246842454.0,0.0
11,2018-09-10T20:22:54Z,,,2020-03-15T17:39:34Z,566.0,22.0,160.0,0.0,0.0,1.0,en,,,,,,0.0,HenshinHenry,Twitter for Android,1.239244866367996e+18,"If we cyberbullied a hurricane out of existence, we can do it to a virus. #coronavirus",1.0392478664417239e+18,0.0
12,2013-11-17T19:01:10Z,,,2020-03-15T07:02:26Z,254.0,430.0,324.0,0.0,0.0,0.0,en,,,,,,0.0,Dr_Jagger,Twitter for iPhone,1.2390845258644849e+18,"truly sad I can’t work. Temp 38, all consuming myalgia+++ = my personal worst symptom, general migrainous headache, dry cough &amp; sore throat since yesterday but no major respiratory symptoms. Good news appear to be 3-5 days behind parents who are improving🤞#covid19 #selfisolating",2200033814.0,0.0
13,2016-03-16T17:10:20Z,,,2020-03-15T18:07:41Z,6227.0,211.0,234.0,0.0,0.0,0.0,en,,,,,,0.0,tavanakambiz,Twitter for iPhone,1.2392519386480026e+18,"Good movies on quarantine: Alien, 28 Days Later #coronavirus #StayHome",7.101512252751299e+17,0.0
14,2020-03-14T02:18:15Z,,CA,2020-03-15T16:20:19Z,2.0,38.0,281.0,0.0,0.0,1.0,en,"Toronto, Ontario",city,,,,0.0,rorocarezero,Twitter for iPhone,1.2392249228887e+18,What’s really the truth about Covid19??? #COVIDー19 #coronavirus #COVID19 #COVIDCanada #COVID19Ontario,1.2386505374715535e+18,0.0
15,2013-11-26T10:13:50Z,,,2020-03-15T21:17:10Z,254.0,10.0,173.0,0.0,0.0,2.0,en,,,SayaliSSawant,1.2392990360179095e+18,2215472766.0,0.0,SayaliSSawant,Twitter for iPhone,1.2392996238412186e+18,Which is why we need to do our best to contain the virus at an early stage and prevent it’s spread in our community! Avoid/cancel unnecessary outings and travel. #COVID19 #COVID19india #coronavirusindia,2215472766.0,0.0
16,2018-12-08T03:27:49Z,,,2020-03-15T23:54:50Z,2107.0,1499.0,491.0,0.0,0.0,1.0,en,,,,,,1.0,cult_of_dez,Twitter for Android,1.2393393055181865e+18,I'll be glad when this #coronavirus shit is over...I'm so annoyed by this.,1.071244932671828e+18,0.0
17,2012-07-07T19:16:44Z,,,2020-03-15T18:46:32Z,9747.0,824.0,179.0,0.0,0.0,0.0,en,,,,,,0.0,KhayamBeg,Twitter for iPhone,1.2392617184984965e+18,"This pandemic is actually bringing the worst out of us. Fighting over toilet papers, increase in the price of sanitisers, and unavailability of masks shows how civilised we are. Moralities my ***. #coronavirus #coronavirusoutbreak",629657250.0,0.0
18,2012-06-07T14:25:42Z,,,2020-03-15T18:44:48Z,950.0,8902.0,388.0,0.0,0.0,2.0,en,,,,,,1.0,itv_sa,Twitter for Android,1.2392612833266278e+18,"1.National state of disaster declared. Rapid effective response system
2. Limit contact with infected
3. Travel ban on foreigners from high risk countries as of 18th March. Visas cancelled.
#Covid19 #StateOfDisaster #PresidentCyrilRamaphosa #Nation #Masks #Sanitizer",601996458.0,0.0
19,2008-11-25T16:37:35Z,,,2020-03-15T21:25:20Z,3816.0,176.0,331.0,0.0,0.0,0.0,en,,,,,,0.0,LottyLove,Twitter for iPhone,1.2393016806608732e+18,"Used my first day of actively trying to stay in, to tidy my bedroom. If this continues for months I might actually be one of those people with a tidy home 😮 #coronavirus #selfisolate",17623517.0,0.0
20,2018-02-11T01:39:09Z,,,2020-03-15T17:38:47Z,1274.0,165.0,181.0,0.0,0.0,1.0,en,,,,,,0.0,jackdfischer,Twitter for iPhone,1.239244669156053e+18,"What if I’m not practicing Social Distancing, I just have Major Depressive Disorder?
#COVID19",9.625012277780685e+17,0.0
21,2010-01-18T21:41:34Z,,,2020-03-15T23:22:51Z,24352.0,408.0,438.0,0.0,0.0,0.0,en,,,,,,0.0,Emily06E,Twitter for iPhone,1.2393312555876065e+18,"When I’m 500 lbs I blame #coronavirus because when I’m sitting at home, all I wanna do is eat snacks....",106218777.0,0.0
22,2009-09-06T14:32:17Z,,,2020-03-15T17:53:41Z,4378.0,183.0,344.0,0.0,0.0,2.0,en,,,,,,0.0,meg_catherine94,Twitter for Android,1.2392484158564762e+18,"Heart's breaking for my mum, 65, full time carer for my disabled sister, so excited to go to Austria for her 40th Wedding Anniversary. Her first real holiday in years and she was still taking my sister because she's selfless like that. Cancelled because of #coronavirus",72045343.0,0.0
23,2014-07-10T14:25:38Z,,,2020-03-15T01:07:44Z,4894.0,113.0,229.0,0.0,0.0,2.0,en,,,,,,0.0,kmkm5779,Twitter for iPhone,1.2389952601239593e+18,"#WashingtonState - is there anywhere to get an #asthmatic kid tested for #coronavirus with #fever and #cough 
#COVID19 #CoronaVirusUpdates #Covid_19PH #PNW #COVIDー19",2615564748.0,0.0
24,2019-02-20T18:53:41Z,,,2020-03-15T20:07:01Z,60.0,239.0,375.0,0.0,0.0,2.0,en,,,,,,0.0,SpyFly10,Twitter for iPhone,1.239281970368168e+18,#COVIDー19 is a virus.  It’s not going to disappear. We’re all going to have to deal with this at some point. 80% only get mild symptoms. Children are less likely than any other group to get severe symptoms. It’s an adult virus. Learn about #coronavirus instead of panicking.,1.0982946376121876e+18,0.0
25,2012-06-06T08:52:13Z,,,2020-03-15T12:18:40Z,2622.0,9645.0,376.0,0.0,0.0,2.0,en,,,joshvdf,1.2391640614615e+18,600890790.0,7.0,joshvdf,Twitter for iPhone,1.239164108227973e+18,"Think of the vulnerable and elderly at this time and don’t be afraid to reach out to them with a text or phone call, we are in this together. #wearthegreenjersey #COVID19",600890790.0,0.0
26,2010-08-27T19:15:42Z,,,2020-03-15T17:21:42Z,2755.0,141.0,281.0,0.0,0.0,1.0,en,,,,,,0.0,Akeel_rashid_,Twitter for Android,1.2392403673811558e+18,"As one goes through the symptoms of #Coronavirus disease, one feels like the disease is not something to be dreaded at all.",183731882.0,0.0
27,2015-02-21T00:10:10Z,,,2020-03-15T16:39:55Z,3215.0,527.0,372.0,0.0,0.0,2.0,en,,,,,,2.0,Maya__alejandra,Twitter for iPhone,1.2392298521394545e+18,Just a reminder to everyone that you should be extra kind to nurses and doctors you see out in public. My mom went to the store after work this morning and got treated like she had the plague. She doesn’t need that after a 12 hour night shift #coronavirus,3033661723.0,0.0
28,2011-02-12T09:37:45Z,,,2020-03-15T00:23:47Z,2139.0,543.0,279.0,0.0,0.0,2.0,en,,,,,,0.0,henddr,Twitter for Android,1.2389842026173604e+18,"Maybe it's not all about how to not get infected by #COVID19. Just assume you're the carrier so you should lessen your touch to things, your travel, and contacts with people to slower the spread and no more COVID19 left in the world since the virus only have days to live.",251041601.0,0.0
29,2018-07-16T13:11:29Z,,,2020-03-15T22:03:58Z,2176.0,620.0,168.0,0.0,0.0,2.0,en,,,UNKT_DC,1.2393092334364713e+18,1.0188455763041894e+18,1.0,UNKT_DC,Twitter for iPhone,1.2393114028268995e+18,"Now is the time to stay calm, informed and healthy. Solidarity and cooperation in together fighting the spread of the virus!  #COVID19 #SDGs #StayAtHome #SafeHands",1.0188455763041894e+18,0.0
30,2009-11-19T09:08:11Z,,,2020-03-15T15:11:55Z,22976.0,144135.0,344.0,0.0,0.0,2.0,en,,,daiyantrisha,1.2392077061891277e+18,91067750.0,4.0,daiyantrisha,Twitter for iPhone,1.2392077076361503e+18,"may we make it easier for the authorities to control it, and may all of us especially the doctors, nurses, medical officers &amp; volunteers etc. be protected from this viral sickness. inshaAllah. #covid_19",91067750.0,0.0
31,2019-12-05T20:32:03Z,,,2020-03-15T17:12:31Z,491.0,20.0,140.0,0.0,0.0,1.0,en,,,,,,0.0,jddevlugt,Twitter for iPhone,1.2392380579555574e+18,I feel like the #Coronavirus is a [test] to envoke fear into the minds of the masses to get people to take the #MarkoftheBeast.. or at least a way to move into the next phase of the #NewWorldOrder...,1.2026870581264753e+18,0.0
32,2017-10-06T00:13:05Z,,,2020-03-15T23:09:52Z,1187.0,29.0,290.0,0.0,0.0,1.0,en,,,,,,0.0,bdwy27,Twitter for iPhone,1.239327986761044e+18,Anyone to blame for this #COVIDー19 spread is China. Hiding this for 2 months and keeping doctors quiet to alert others to prepare and close borders faster. #coronavirus,9.160939210626826e+17,0.0
33,2013-12-24T21:13:02Z,,,2020-03-15T22:20:52Z,4.0,119.0,113.0,0.0,0.0,0.0,en,,,,,,0.0,Chudsey,Twitter for Android,1.2393156556120392e+18,"Whatever way you look at it, it's a bad time to be a #rhesus monkey #coronavirus #coronapocolypse",2260716427.0,0.0
34,2011-01-27T01:45:50Z,,,2020-03-15T21:27:43Z,1827.0,112.0,293.0,0.0,0.0,2.0,en,,,,,,0.0,abusaud1122,Twitter for Android,1.2393022787771146e+18,"We stand by Italy during these trying times. Share your Support for our Italian friends, They are our colleagues, friends and family. Cari amici, siamo con voi. #COVID19 #WeStandWithItaly",243442420.0,0.0
35,2014-07-18T21:52:44Z,,,2020-03-15T09:32:51Z,1205.0,1174.0,292.0,0.0,0.0,0.0,en,,,,,,0.0,_naaadukwei,Twitter for iPhone,1.2391223765808947e+18,So we can’t even buy waakye right? #Covid19,2717130717.0,0.0
36,2010-04-20T03:27:03Z,,,2020-03-15T04:56:00Z,1705.0,38.0,112.0,0.0,0.0,2.0,en,,,,,,0.0,WordsByTonya,Twitter for iPhone,1.2390527086000579e+18,"You may think #COVID19 wont affect you or you can’t spread it. But if we don’t #stayhome, hospitals will be overwhelmed. Car accident, heart attack, stroke patients etc (anyone seeking hospital) will all be at risk due to lack of resources. Not just Covid patients are at risk.",135019768.0,0.0
37,2018-05-10T20:28:57Z,,GB,2020-03-15T09:47:32Z,1503.0,32.0,263.0,0.0,0.0,0.0,en,"Newport, Wales",city,,,,0.0,KateInwood3,Twitter for Android,1.2391260728574116e+18,"This morning, I read that the cause of the Covid-19 outbreak is thought to have originated possibly from illegal sales of pangolin, a scaly anteater which is prized in China for its use in traditional medicine. How ridiculously ironic. 😡 #COVID19 #coronavirus #coronavirusuk",9.946756820588298e+17,0.0
38,2018-11-12T22:05:13Z,,,2020-03-15T17:57:19Z,2.0,22.0,125.0,0.0,0.0,0.0,en,,,,,,0.0,derbymusicac,Twitter for iPhone,1.2392493306803528e+18,"Our studio is always clean, but we would like to reassure all pupils that we are taking every precaution to guard against the spread of the virus. #businessasusual #fornowatleast #covid19 #keepcalmandcarryon #derbymusicacademy",1.062104053113602e+18,0.0
39,2009-06-21T02:04:27Z,,,2020-03-15T21:15:24Z,6434.0,435.0,374.0,0.0,0.0,2.0,en,,,,,,0.0,SanjeetSahni,Twitter for iPhone,1.239299179127681e+18,"Stay safe everyone. It is important we take this seriously. Let’s all be responsible towards ourselves and others. Thoughts and love to all, especially those severely affected. We will get through this together. #COVID19 #FlattenTheCurve",49194835.0,0.0
40,2014-04-21T03:36:26Z,,,2020-03-15T02:03:50Z,48.0,26.0,143.0,0.0,0.0,1.0,en,,,,,,0.0,HarrysandLloyds,Twitter for iPhone,1.2390093789942784e+18,If you’re allergic to pollen do you just not go outside from March until August? Give me a break. #COVID19,2455905360.0,0.0
41,2020-03-09T16:47:29Z,,,2020-03-15T20:15:58Z,30.0,11.0,128.0,0.0,0.0,2.0,en,,,,,,0.0,Craigofficial07,Twitter for Android,1.239284224143827e+18,"Wash your hands! 
#CoronavirusOutbreak",1.2370573635821036e+18,0.0
42,2018-02-28T22:23:47Z,,,2020-03-15T15:45:01Z,1119.0,612.0,467.0,0.0,0.0,2.0,en,,,,,,0.0,StateofSuperior,Twitter for Android,1.2392160392353792e+18,"The media has incentive to sensationalize #COVID19 but these ""red pill"" mfs saying ignore this disease while ignoring death rates for at-risk populations like the elderly and the immunocompromised. There's evidence that these groups also face irreparable lung damage as a result",9.689750433289708e+17,0.0
43,2014-12-07T06:43:24Z,,,2020-03-15T17:03:59Z,2173.0,376.0,370.0,0.0,0.0,1.0,en,,,,,,0.0,benard_mwikamba,Twitter for Android,1.2392359102370652e+18,Its the fear n panic that will kill us #COVID19,2908894564.0,0.0
44,2013-09-11T04:30:12Z,,,2020-03-15T16:54:13Z,5759.0,401.0,443.0,0.0,0.0,1.0,en,,,,,,0.0,TheRealWardLyon,Twitter for iPhone,1.2392334529158308e+18,"After a short discussion the wife and I have decided NOT to participate in the #CoronaVirus hysteria of 2020. 
#Winning ❤️",1853327701.0,0.0
45,2012-07-30T02:33:31Z,,,2020-03-15T19:40:36Z,1629.0,88.0,224.0,0.0,0.0,2.0,en,,,,,,0.0,CDizzle143,Twitter for Android,1.2392753254455951e+18,"With as horrible as my immune system is, and how long I stay sick just from strep throat or a cold, I probably wouldn't survive getting the #coronavirus 
Please wash your fucking hands and stay home when you can.",725100757.0,0.0
46,2012-01-03T02:28:01Z,,,2020-03-15T19:12:14Z,6165.0,275.0,251.0,0.0,0.0,2.0,en,,,,,,0.0,VanceAlexis,Twitter for iPhone,1.2392681834769285e+18,"I don’t think I’ve ever been more disappointed in people my age. Your spring break vacation isn’t worth it, stay home, it’s what we owe each other. #COVID19",453580688.0,0.0
47,2017-12-04T13:29:44Z,,,2020-03-15T19:57:54Z,7740.0,55.0,126.0,0.0,0.0,0.0,en,,,,,,0.0,RunhamAlex,Twitter for iPhone,1.2392796790492733e+18,"The Dutch have closed their sex shops. 
This is really starting to hit home now.
#coronavirus",9.376752875879506e+17,0.0
48,2014-07-12T14:30:03Z,,,2020-03-15T12:51:23Z,6315.0,475.0,452.0,0.0,0.0,0.0,en,,,,,,0.0,Garuda_77,Twitter for Android,1.2391723426573394e+18,"Sarve santhu niramaya

May all be without illness.

#COVID19
#Corona",2625755323.0,0.0
49,2013-06-17T01:37:22Z,,US,2020-03-15T23:04:13Z,2813.0,1112.0,354.0,0.0,0.0,0.0,en,"Chicago, IL",city,,,,0.0,lotusbuckner,Twitter for iPhone,1.2393265670100992e+18,Hi friends! It’s Lotus from Chicago and I work in healthcare with amazing people who are showing up everyday to care for you and those with #COVID19! Big shout to them! #COVID19Special #hrsocialhour,1523671411.0,0.0
50,2011-05-15T23:10:15Z,,,2020-03-15T21:11:19Z,4.0,721.0,367.0,0.0,0.0,2.0,en,,,,,,0.0,SuperheroLife,Twitter for iPhone,1.2392981530751468e+18,The Army Corp of Engineers needs to start building emergency temporary hospitals today for the #coronavirus surge we are going to see in 4-6 weeks. We can’t let our hospitals become overwhelmed. #flatteningthecurve,299353965.0,0.0
51,2013-09-02T17:24:51Z,,,2020-03-15T20:40:25Z,4119.0,147.0,314.0,0.0,0.0,0.0,en,,,,,,0.0,erinirvine_,Twitter for iPhone,1.2392903788822897e+18,Never thought I would see the day where I’m asking myself what I will do with a Saturday not physio’n at the football 😂 #coronavirus,1722927750.0,0.0
52,2009-08-18T22:12:43Z,,US,2020-03-15T19:11:50Z,4982.0,717.0,470.0,0.0,0.0,2.0,en,"Philadelphia, PA",city,,,,0.0,AnayumeMusic,Twitter for Android,1.2392680847724175e+18,"To the asshole who showed up to our store wearing a mask and pretending to cough whenever you walked by somebody: fuck you. Go home. The #coronavirus isn't a joke. If I wasn't required to work, I'd be home self distancing.",66819067.0,0.0
53,2016-07-27T03:19:06Z,,,2020-03-15T22:54:15Z,10655.0,40.0,112.0,0.0,0.0,1.0,en,,,,,,0.0,WeaselOrange,Twitter for iPhone,1.2393240564211917e+18,I’ve actually lost all hope for America to remain free. The rate we gave our freedom away was staggering and we will never recover. #coronavirus,7.581396242208645e+17,0.0
54,2011-05-01T18:02:57Z,,,2020-03-15T18:43:24Z,1937.0,90.0,283.0,0.0,0.0,1.0,en,,,,,,0.0,shortglassofh2o,Twitter for iPhone,1.2392609301580595e+18,"Between my dad warning me not to aspirate in my sleep and my MIL telling me to put bacitracin in my nostrils, I’m definitely safe from the #coronavirus",291251525.0,0.0
55,2016-01-29T02:03:55Z,,,2020-03-15T21:08:58Z,1586.0,323.0,114.0,0.0,0.0,0.0,en,,,,,,0.0,presidentodds,Twitter for Android,1.2392975634902262e+18,OVER/UNDER 10 gaffes from Joe Biden during tonight's #coronavirus themed #DemDebate,4828360303.0,0.0
56,2010-08-11T21:11:00Z,,,2020-03-15T10:07:55Z,7371.0,226.0,232.0,0.0,0.0,0.0,en,,,,,,0.0,SeanMurpha,Twitter for iPhone,1.239131202327634e+18,"I’m in Beaumont hospital and you’d think it would be chaos but no. It’s a GHOST TOWN. 20 odd people in A+E the night I came in and only 6 people last night. The wards are empty. Unheard of.
They’re prepping for all of you’s dopes that went out the weekend 😂 #covid19 #coronavirus",177325728.0,0.0
57,2011-08-27T20:32:35Z,,,2020-03-15T07:33:04Z,35.0,132.0,234.0,0.0,0.0,2.0,en,,,,,,1.0,tiffanyfossum,Twitter for iPhone,1.2390922325792522e+18,"I just got home from work. Exhausted from a week of creating &amp; implementing #COVID19 related process changes in the ED. In many ways, I’m scared as we approach the next phase of this outbreak in #YYC. But, I feel compelled to pause and acknowledge the ever growing pride I feel 1/",363272429.0,0.0
