,account_created_at,account_lang,country_code,created_at,favourites_count,followers_count,friends_count,is_quote,is_retweet,label,lang,place_full_name,place_type,reply_to_screen_name,reply_to_status_id,reply_to_user_id,retweet_count,screen_name,source,status_id,text,user_id,verified
0,2011-01-10T21:00:35Z,,,2020-03-24T01:10:06Z,435,344,113,0,0,2,en,,,,,,1,shummiejay,Twitter for Android,1.24E+18,"PSA: We should already be taking Vitamin D supplements on the regs considering our side of the world doesn't get much sun but if you don't, now's a pretty good time to start cause #socialdistancing during #Quarantine means even less ☀️.  #StayHome but #stayhealthy too! #COVID19",236547107,0
1,2009-09-08T04:53:46Z,,,2020-03-24T04:05:06Z,15588,152,406,0,0,2,en,,,,,,0,pvref,Twitter for iPhone,1.24E+18,I know republicans like to project what they do or are going to do onto the other side but who know they meant the death panels would be one. At this rate we will have them all over this country by the middle of April. #coronavirus #StayAtHome,72474976,0
2,2018-08-18T14:30:17Z,,,2020-03-24T04:03:05Z,13268,41,161,0,0,2,en,,,,,,0,Irawan_mahira,Twitter for Android,1.24E+18,"Just stay at home. 14days only guys. 
#COVID19 #prayformalaysia #StayHome",1.03E+18,0
3,2011-02-21T01:12:32Z,,,2020-03-24T01:34:51Z,4426,211,345,0,0,2,en,,,,,,0,Ad3ll_00,Twitter for iPhone,1.24E+18,"COVID-19 is not yet 21 and causing trouble 🤷🏻‍♂️

 #COVIDActNow #COVID19 #LockdownNow #StayHome",255270308,0
4,2016-12-06T13:24:03Z,,,2020-03-24T02:45:53Z,1927,637,181,0,0,0,en,,,,,,0,news_bugz,Twitter for iPhone,1.24E+18,"#CoronaVirus WW Data:

Total No. of Cases - 380,000 

Total No. of Deaths - 16,500

Total No. of Recovered - 102,000",8.06E+17,0
5,2010-02-18T06:23:27Z,,,2020-03-24T01:01:10Z,1542,1623,154,0,0,2,en,,,,,,0,actor_annamalai,Twitter for iPhone,1.24E+18,"Day 8 At Home 

#StayCalmStayHome 

#StayAtHomeSaveLives 

#StaySafe #StayHomeStaySafe 

#StayHealthy 

Plz listen to govt authorities &amp; experts.. 

#COVID19 #COVID2019TN #Covid19India",115293242,0
6,2011-11-17T18:05:50Z,,,2020-03-24T01:02:54Z,3249,71,461,0,0,1,en,,,,,,0,HighGuyInTheChi,Twitter for iPhone,1.24E+18,It’s no surprise that when the republicans need a distraction for their bullshit that trump says the dumbest Shit ever. #sideshow #ropeadope #distraction #coronavirus #letsOpenUpTheEconomy #DumbAssTrump,414947754,0
7,2018-09-18T19:42:36Z,,,2020-03-24T02:09:35Z,7743,425,154,0,0,1,en,,,,,,0,Herbielovebug64,Twitter for Android,1.24E+18,No its not acceleratibg its a lie #Coronavirus,1.04E+18,0
8,2013-03-13T12:32:39Z,,,2020-03-24T01:52:44Z,14,111,189,0,0,2,en,,,,,,0,MunyokiFrJ,Twitter for Android,1.24E+18,"#COVID19 #QuarentineLife My heart goes out to the lonely in quarantine situation, those in hospitals and cannot be visited and those who are dying without any close relative near. Christ is with you
To all of us #staysafe #StayHomeAndSaveLives",1264339338,0
9,2011-05-20T04:08:33Z,,,2020-03-24T03:51:21Z,877,122,463,0,0,2,en,,,,,,0,Lizzierose89,Twitter for iPhone,1.24E+18,"If my life was really like The Truman Show, this season would be so boring. Hopefully sweeps is coming up 🙏🏼 #lockdown #StayHome #COVID19 #SocialDistancing",301829844,0
10,2010-12-14T13:54:16Z,,,2020-03-24T01:56:00Z,134,89,108,0,0,2,en,,,,,,0,dhara911,Twitter for Android,1.24E+18,"Social Distancing : Great time for family bonding - Family games,. Lots of love, lots of laughter, helping each other, being there for each other.

#CoronavirusPandemic #SocialDistancing #familytime",226562971,0
