,account_created_at,account_lang,country_code,created_at,favourites_count,followers_count,friends_count,is_quote,is_retweet,label,lang,place_full_name,place_type,reply_to_screen_name,reply_to_status_id,reply_to_user_id,retweet_count,screen_name,source,status_id,text,user_id,verified
0,2012-02-25T07:17:31Z,,,2020-03-20T12:01:21Z,3562.0,204.0,257.0,0.0,0.0,2.0,en,,,,,,0.0,chelseaejewell,Twitter for Android,1.2409716881683005e+18,"Things we're learning:

• who's really an essential employee
• how to cherish our elderly
• flex work is possible
• we are more alike than we thought
• basic hygiene

#coronavirus",502626531.0,0.0
1,2010-01-16T19:42:17Z,,,2020-03-20T08:17:23Z,53.0,237.0,184.0,0.0,0.0,2.0,en,,,,,,0.0,terryginz,Twitter for iPhone,1.2409153270488105e+18,Social distancing. #SocialDistancing #CoronavirusOutbreak #StayAtHomeStaySafe,105572708.0,0.0
2,2015-11-02T20:51:14Z,,,2020-03-20T21:04:33Z,7201.0,415.0,367.0,0.0,0.0,2.0,en,,,,,,1.0,modeltypeasia,Twitter for iPhone,1.2411083879009362e+18,Stop confusing Millennials and Generation Z. I am a millennial. Gen Z is still traveling and putting people at risk of #COVID19,4105658773.0,0.0
3,2013-06-24T20:51:34Z,,,2020-03-20T12:12:00Z,33314.0,264.0,377.0,0.0,0.0,2.0,en,,,,,,0.0,thesolo_HelenV,Twitter for Android,1.2409743700648878e+18,"WE , EACH ONE OF US, are all 
FIRST RESPONDERS in the #Covid_19 #pandemic .

The FIRST response, the FIRST life saving measure is #SocialDistancingNow MUST be the #FirstResponse",1544098346.0,0.0
4,2009-07-03T05:25:38Z,,,2020-03-20T04:49:32Z,3132.0,109.0,110.0,0.0,0.0,2.0,en,,,,,,0.0,ItsJeniDuh,Twitter for Android,1.2408630200136417e+18,"""Stay at home"" order is a RECOMMENDATION. They cant FORCE you. But yes, if everyone just STAYS INSIDE. We can do our best to knock this crap out sooner, rather than later.
👍
#visalia #california #covid-19 #coronavirus #shelterinplace #stayathome #selfisolation #2020",53304131.0,0.0
5,2019-09-22T11:21:10Z,,,2020-03-20T18:51:24Z,213.0,28.0,127.0,0.0,0.0,1.0,en,,,,,,0.0,Christofc3,Twitter for iPhone,1.2410748801514578e+18,So..... is there more to this than ‘they’re’ letting on? #coronavirus #CoronaCrisis,1.1757317177574605e+18,0.0
6,2009-08-31T19:08:27Z,,,2020-03-20T23:54:25Z,455.0,555.0,222.0,0.0,0.0,2.0,en,,,,,,0.0,CharliePryor,Twitter for iPhone,1.2411511384450826e+18,What’s gonna happen to my requirement to report for jury duty with all the #coronavirus stuff happening? They aren’t actually having us all gather in the courthouse are they?,70472348.0,0.0
7,2011-09-06T16:40:10Z,,,2020-03-20T23:11:27Z,1146.0,321.0,335.0,0.0,0.0,2.0,en,,,,,,3.0,JMJensenPE,Twitter for Android,1.2411403235328369e+18,"My friend lost his wife to #COVID19. Given statistics, this is the first of many heartbreaking updates as we adjust to life during a pandemic.

Please. Stay home. Be mindful. Love ferociously. We are stronger together than we know. 

#FlattenTheCuve",369020582.0,0.0
8,2012-04-25T05:31:19Z,,,2020-03-20T15:48:08Z,1097.0,10095.0,349.0,0.0,0.0,2.0,en,,,,,,0.0,Musk_Surat,Twitter for Android,1.2410287594335232e+18,"I think we should use loud speakers of all Mosques/Temples to spread awareness regarding COVID19. This is least we can do to inform the masses that are still unaware of the basic DO's and DONT's.

#COVID #covid19 #coronavirus",562700025.0,0.0
9,2016-05-23T11:34:15Z,,,2020-03-20T10:48:21Z,524.0,142.0,143.0,0.0,0.0,2.0,en,,,,,,0.0,alka_chhibber,Twitter for Android,1.2409533169698365e+18,"Of the many concerns of #Coronavirus, livelihood deprivation of daily wage earners is a serious one. Starvation can ignite civil unrest &amp; deaths. Providing at least daily nourishment to them is the responsibility of the community. Let’s stand together &amp; beat the virus. - Sg",7.347090217567887e+17,0.0
